Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
218,45,0,3,12,3,0,2,4,3,3,3,7,0,4,1,0,3,23865
4103,52,1,1,10,3,1,4,4,4,4,2,5,0,5,1,2,0,32412
4368,30,1,1,26,1,2,3,4,1,3,1,6,0,5,1,1,2,22940
4445,33,1,1,10,2,1,3,4,3,3,2,5,0,1,1,1,3,29837
4701,56,0,1,9,2,2,4,4,3,4,1,5,0,1,0,2,3,29654
2785,39,1,1,22,2,2,4,5,3,3,1,2,1,5,1,2,3,30188
4796,37,1,1,8,1,1,4,6,3,5,1,4,1,1,1,1,3,28930
2247,21,1,1,16,2,1,2,4,0,5,2,2,0,3,0,1,1,16416
227,29,0,3,6,3,1,2,3,3,3,0,2,0,3,1,0,3,22918
1361,26,0,1,12,2,2,3,1,0,3,1,1,0,4,1,1,1,17544
1330,43,1,1,12,3,1,2,4,2,3,1,1,0,3,1,1,4,34392
3318,31,1,1,14,2,2,3,4,1,3,1,3,0,5,1,2,2,22169
186,40,1,1,10,3,1,2,3,2,3,0,2,0,5,0,1,4,34033
3733,39,0,2,9,2,2,4,4,0,4,1,7,0,3,1,3,1,21270
2284,40,1,1,20,3,2,2,4,2,3,2,2,0,3,1,1,4,34626
4353,32,0,1,27,2,2,4,4,3,3,1,5,0,3,1,1,3,28502
3581,23,0,1,33,2,1,3,5,0,3,1,3,1,3,0,1,1,21492
3985,30,1,1,9,2,2,4,4,0,4,1,2,0,4,1,1,1,21381
4370,32,1,3,14,2,2,3,5,3,3,1,2,0,3,1,1,3,30235
3936,35,1,1,14,2,1,3,4,3,4,2,2,0,5,0,1,3,30672
3101,30,1,1,14,3,1,4,5,0,3,1,8,0,5,1,1,1,21210
1860,43,1,1,18,2,2,2,4,4,4,1,2,0,3,1,1,0,29336
2264,34,0,1,9,2,2,2,3,1,3,3,1,0,1,1,0,2,22756
182,41,1,3,26,3,1,3,3,0,4,2,2,1,4,0,2,1,18140
1526,35,0,3,5,2,2,3,3,3,5,1,2,0,4,0,0,3,24069
427,60,0,3,34,3,1,3,4,3,5,0,5,0,2,1,0,3,25266
4330,39,0,1,9,2,2,3,4,0,3,1,3,1,5,1,1,1,20380
3793,27,1,1,7,2,1,3,5,0,3,1,3,1,4,0,1,1,21611
705,39,1,3,8,2,2,2,1,3,3,3,1,0,2,1,1,3,22880
2075,38,0,1,18,2,2,1,4,1,5,1,3,0,5,1,0,2,21288
4129,42,1,3,13,2,1,4,4,3,3,2,5,1,1,0,1,3,32269
2900,32,1,3,14,2,2,3,5,3,3,1,2,0,3,1,1,3,30235
1559,46,1,3,15,3,2,3,4,3,3,3,2,0,5,1,2,3,24619
4848,26,1,1,16,2,2,3,4,0,5,2,5,0,1,1,1,1,20774
253,42,1,1,23,2,1,2,2,1,5,3,4,1,2,0,0,2,21545
25,53,1,1,11,2,1,2,3,2,3,1,5,0,5,0,1,4,34094
1498,44,1,1,13,3,1,2,4,3,3,1,4,0,4,0,0,3,25248
4270,43,1,1,9,2,2,4,5,1,3,3,5,0,1,1,1,2,25459
2548,38,0,1,9,2,2,4,5,1,3,1,7,0,2,0,2,2,23841
580,35,1,3,14,2,1,3,3,0,3,0,2,0,3,0,0,1,17572
1493,21,1,1,21,2,2,3,3,0,3,2,2,0,5,1,1,1,16232
381,30,1,3,8,1,2,3,3,0,4,0,2,0,3,1,2,1,17476
2774,44,0,1,17,2,1,3,5,1,3,1,3,0,3,0,1,2,23935
2613,33,1,1,13,2,2,3,4,0,3,3,5,0,2,0,2,1,21716
1249,29,1,3,15,3,1,2,5,0,4,2,2,0,1,1,1,1,17760
4784,36,1,3,24,2,2,4,4,1,5,1,5,1,3,0,3,2,27644
605,38,0,1,18,2,2,2,4,1,5,1,3,0,5,1,0,2,21288
1470,41,1,3,6,2,1,3,3,1,3,2,1,1,4,0,2,2,20993
3336,20,0,1,17,3,1,4,5,0,4,2,3,1,5,1,2,1,20537
3485,29,1,3,12,3,2,3,4,1,5,3,2,0,1,1,1,2,27141
3244,29,0,1,7,3,2,3,5,0,4,1,3,0,4,0,1,1,21274
2433,38,0,1,15,2,2,3,3,1,5,1,5,0,3,0,2,2,21893
1755,37,1,1,6,2,1,2,3,0,3,2,2,0,1,1,0,1,17115
1505,43,1,1,8,3,1,3,1,0,3,1,2,0,1,1,2,1,17645
1795,31,0,1,13,2,1,2,4,3,3,1,2,0,1,1,0,3,23943
3704,33,0,1,12,1,2,4,4,0,4,3,4,0,3,1,2,1,21396
955,55,1,1,8,3,1,2,5,2,3,0,5,0,4,1,1,4,34187
1809,27,1,3,14,3,1,2,3,1,4,1,2,0,1,0,1,2,21214
4469,30,1,3,17,3,2,3,4,0,4,1,3,0,1,1,1,1,20975
1095,33,1,1,34,2,2,3,3,1,3,1,2,1,1,1,0,2,20207
3722,37,1,1,17,2,2,3,4,3,5,1,2,1,5,1,2,3,26999
4320,53,1,1,10,3,2,3,5,3,3,1,4,1,1,1,1,3,26647
4528,27,0,1,12,3,1,3,5,0,3,1,3,1,1,0,2,1,21044
4579,48,1,3,9,2,1,4,5,0,3,3,3,1,1,0,1,1,21972
3120,36,1,1,28,2,1,3,4,1,3,0,3,1,3,0,2,2,22692
1642,36,0,1,9,3,2,1,3,0,4,2,5,0,4,1,0,1,17088
4762,36,0,1,11,2,2,3,5,0,3,1,3,0,1,1,2,1,21054
2257,55,0,1,8,2,2,3,3,3,4,1,4,0,1,0,1,3,25976
2856,47,1,1,25,3,1,3,4,1,3,1,4,0,5,0,1,2,23488
3546,37,1,3,9,2,2,4,4,0,3,3,5,1,3,0,1,1,21322
4265,33,1,1,9,3,1,4,4,0,4,1,3,0,4,0,2,1,21048
4638,25,1,1,24,3,1,3,5,1,3,1,3,0,3,0,1,2,23055
2555,35,0,1,14,2,2,4,6,1,3,3,3,1,5,1,2,2,24752
3773,30,1,2,13,3,2,3,5,0,4,1,3,0,3,1,2,1,21482
292,31,0,3,11,3,1,2,3,0,4,1,2,0,3,0,1,1,17789
4730,40,0,1,16,2,2,4,4,1,4,3,2,0,1,1,1,2,25460
4785,25,1,1,24,2,1,4,4,0,4,1,3,0,1,1,3,1,20888
2988,48,0,3,10,3,1,3,4,4,3,1,2,1,5,1,2,0,32448
3840,54,1,3,31,2,2,4,4,3,5,2,8,1,3,1,3,3,29126
1623,45,1,1,15,2,2,2,3,1,4,1,1,0,4,1,0,2,17348
2771,40,1,3,10,3,1,3,4,1,3,0,6,1,4,1,2,2,23916
1268,53,0,1,6,3,1,2,4,4,3,1,5,1,1,0,0,0,27965
3368,36,1,1,13,2,2,4,4,0,3,0,2,1,3,1,2,1,22184
1324,29,1,1,35,2,2,3,5,1,3,1,1,0,5,1,2,2,21384
768,40,1,3,32,3,2,3,3,1,5,0,2,0,2,1,1,2,23396
2646,35,0,1,17,3,2,3,4,0,3,1,3,1,3,1,1,1,22493
300,41,1,3,8,2,2,2,3,4,4,2,2,0,3,1,0,0,31015
1235,46,1,3,8,2,2,3,3,3,3,1,5,1,3,0,2,3,25368
2832,43,1,1,7,2,1,4,4,0,5,1,5,0,3,1,2,1,21254
2789,24,1,1,33,2,2,3,4,0,3,1,3,0,2,1,2,1,21582
4066,54,1,3,13,3,2,3,4,1,3,1,4,1,5,0,2,2,20984
339,27,1,3,14,3,1,2,3,1,4,0,2,0,2,0,0,2,21214
1841,29,1,1,29,2,2,2,3,0,3,2,1,0,3,0,0,1,17201
1825,26,1,3,6,2,2,2,3,1,3,1,2,0,5,0,1,2,20296
2722,27,0,1,7,2,1,3,4,1,4,1,3,0,5,0,2,2,25075
765,38,0,1,9,2,2,2,3,0,3,0,4,0,3,1,1,1,17821
1053,57,1,1,6,2,2,3,1,1,3,0,1,0,3,1,2,2,19900
4481,35,1,3,9,2,2,3,4,1,3,3,3,0,5,0,2,2,24952
4112,39,1,1,9,2,2,3,4,1,3,1,2,0,1,1,2,2,25231
189,51,1,1,9,3,1,3,3,4,4,2,4,0,5,0,1,0,28734
4281,51,1,1,17,1,2,4,5,3,3,2,8,0,5,1,2,3,29174
4011,29,0,3,11,3,2,3,4,1,3,1,3,0,1,0,1,2,22899
2329,29,1,1,21,2,1,3,5,0,3,1,1,1,5,1,1,1,17168
1191,31,1,3,11,2,1,3,3,1,3,1,2,0,1,0,2,2,20476
528,50,0,3,14,1,2,2,3,1,3,0,4,1,5,1,0,2,21796
2476,31,1,1,16,3,2,3,5,0,3,2,3,0,4,1,2,1,20884
4853,33,1,1,9,3,2,3,4,1,4,1,6,0,4,1,2,2,23561
1512,26,1,1,31,2,2,2,5,0,3,2,2,0,1,0,0,1,17293
2061,33,1,3,22,3,1,3,3,1,5,2,6,0,3,1,0,2,20324
377,36,1,1,8,2,1,3,3,0,3,0,5,0,5,1,0,1,17543
3974,33,1,1,7,3,2,3,4,1,3,1,3,1,4,1,2,2,24840
170,27,1,1,23,1,2,2,3,0,4,0,1,1,4,1,0,1,18058
2558,35,1,1,13,2,1,3,5,1,4,1,8,0,3,0,2,2,23183
1830,57,1,1,6,3,2,2,3,1,3,1,3,0,3,0,1,2,21755
4347,47,1,3,17,3,1,4,5,3,3,1,4,1,1,0,1,3,27749
1757,38,1,1,29,2,2,2,3,1,3,1,1,0,3,0,1,2,20745
4814,37,0,1,10,1,2,3,4,0,4,1,3,0,3,0,2,1,22370
4161,35,1,1,9,2,2,3,5,1,5,1,8,0,4,0,2,2,24635
2408,58,1,1,8,1,1,3,4,3,3,1,1,0,5,0,0,3,17372
1080,46,1,3,9,2,1,2,3,4,4,0,1,0,4,1,0,0,31606
2308,42,0,3,18,2,2,2,3,4,5,2,1,1,5,1,1,0,28758
4457,45,0,1,31,3,2,3,6,0,3,3,4,0,3,0,1,1,22386
1431,32,1,3,6,3,1,2,3,3,3,1,2,0,5,1,0,3,25422
4577,22,1,1,25,2,1,4,4,0,3,3,3,0,3,1,3,1,21371
2318,35,0,1,10,2,2,2,4,0,3,1,2,0,1,1,1,1,17376
857,44,1,1,16,2,2,3,3,0,3,2,2,1,3,1,2,1,17936
55,33,0,1,6,2,0,3,3,3,3,3,2,1,2,1,0,3,28458
2361,44,1,1,8,2,1,3,1,0,3,1,2,0,4,1,2,1,17011
3742,47,1,1,28,3,1,4,4,1,4,1,6,0,3,1,3,2,27604
3098,40,1,2,9,2,1,3,5,1,3,0,2,0,3,0,1,2,23882
3087,43,1,1,10,2,1,4,2,1,3,0,4,1,5,0,1,2,23909
757,34,1,3,6,3,2,3,1,1,3,1,1,0,5,1,2,2,24725
3260,40,0,1,16,2,2,4,4,1,4,3,22,0,2,1,1,2,25460
1158,37,1,1,25,2,2,2,3,1,3,1,4,0,1,0,0,2,20768
3635,32,1,3,12,2,1,4,4,1,3,1,3,0,1,0,3,2,24154
4525,36,1,1,14,2,2,3,4,3,3,2,5,0,3,0,2,3,28899
4679,39,0,1,10,2,2,3,4,0,3,1,5,0,3,1,1,1,21499
275,37,0,1,6,3,1,1,3,3,3,1,3,1,3,0,0,3,28603
4782,29,1,1,26,3,2,4,5,0,5,1,3,0,3,1,2,1,21874
4170,43,1,1,9,3,1,3,5,0,5,1,2,1,4,1,2,1,21271
3646,39,1,1,11,3,1,3,4,0,3,1,2,0,5,0,1,1,21984
2111,32,0,3,11,2,2,2,3,1,4,1,2,0,3,1,1,2,21524
1056,28,0,3,6,1,2,3,3,0,3,0,4,0,3,1,0,1,17909
678,48,1,1,26,3,2,2,3,0,3,0,5,0,2,0,0,1,17259
1100,35,1,3,34,2,1,3,4,0,3,1,1,0,4,1,2,1,17430
4758,31,1,3,17,3,2,4,5,1,3,1,3,0,1,0,2,2,25256
946,40,1,3,31,3,2,2,4,3,4,3,3,1,5,0,1,3,24094
4500,25,0,1,16,2,2,3,5,0,4,1,3,0,5,0,2,1,21372
2796,49,1,3,36,3,1,4,4,3,3,0,5,0,4,0,1,3,31182
2577,42,1,3,16,2,2,4,4,3,3,1,5,1,2,0,2,3,26867
3395,42,0,3,17,3,2,3,6,1,4,3,3,0,1,1,1,2,24829
815,21,1,1,6,1,1,3,4,0,4,2,2,1,5,0,2,1,17070
2406,45,1,3,7,2,2,3,4,1,5,1,2,0,4,1,2,2,33061
3574,36,1,1,35,2,2,3,2,1,3,1,3,0,5,1,1,2,22085
1175,39,1,1,18,3,2,3,3,1,4,1,5,0,3,1,1,2,20295
1358,31,1,3,16,3,1,2,3,1,3,1,3,1,1,0,0,2,21583
542,38,1,1,6,2,1,2,3,3,3,3,5,1,2,0,1,3,22861
699,52,1,1,6,2,2,3,3,4,3,0,3,0,2,1,1,0,32099
1525,33,0,1,6,2,0,3,3,3,3,3,2,1,1,1,0,3,28458
2285,21,1,1,6,1,1,3,4,0,4,2,2,1,5,1,1,1,17070
176,33,1,1,8,2,2,2,3,0,3,2,1,0,3,0,1,1,17500
3325,33,0,1,9,2,0,3,4,1,3,3,6,1,5,1,2,2,23676
2650,23,1,1,12,2,2,3,3,0,4,1,3,1,4,0,1,1,21006
3091,36,1,1,32,1,2,4,5,3,4,0,5,0,3,1,2,3,29581
616,51,1,3,32,3,1,3,3,4,3,0,3,0,3,0,1,0,31307
4774,23,0,1,10,2,2,3,5,0,3,1,2,1,3,0,2,1,21531
387,40,1,3,8,3,1,2,3,1,4,1,1,0,2,0,1,2,20715
667,41,1,1,8,2,1,2,5,0,3,1,5,1,3,0,0,1,17778
2885,43,0,1,12,2,2,4,4,0,3,0,6,0,3,1,1,1,20771
2712,46,1,1,27,3,2,4,4,4,3,0,2,1,3,0,1,0,32174
1368,34,0,1,28,2,2,2,4,1,3,1,2,1,1,1,0,2,20747
1562,30,1,3,10,3,1,3,4,1,4,1,2,1,3,1,0,2,20209
1756,44,0,1,30,2,2,2,3,0,3,1,4,1,5,0,1,1,18161
3228,39,1,1,24,2,1,4,5,3,3,0,2,0,2,0,3,3,27501
1275,51,1,1,9,1,1,2,3,3,3,1,3,0,4,1,1,3,28116
4454,29,1,1,7,2,1,4,6,0,4,2,2,1,1,1,3,1,20894
2689,32,0,1,10,3,2,4,4,3,3,1,2,0,4,1,3,3,32353
2619,57,1,1,15,2,1,4,4,0,5,1,6,1,4,1,2,1,22935
1369,28,1,3,19,3,0,2,3,1,3,3,4,1,5,1,1,2,24854
1178,20,1,3,8,3,1,2,3,0,3,2,2,0,4,0,0,1,17783
3654,34,1,1,28,3,2,4,2,0,4,1,3,0,1,1,2,1,20706
4165,40,0,1,9,1,1,4,4,3,3,2,2,0,1,1,3,3,29616
3177,27,1,1,9,3,2,3,2,1,3,0,3,0,3,1,2,2,24150
2301,31,0,1,21,3,2,3,3,0,3,1,2,0,4,1,0,1,17610
497,44,1,1,9,2,2,2,3,2,3,0,5,1,2,1,0,4,34513
3573,43,1,1,16,2,2,4,5,2,3,2,2,0,1,1,2,4,38291
989,37,1,1,10,2,2,2,3,0,3,0,1,1,5,1,1,1,17996
2919,27,1,3,35,3,2,4,4,1,4,0,3,0,3,1,1,2,24950
2179,31,0,1,15,3,2,2,4,0,5,2,1,1,3,0,1,1,17321
2809,47,0,1,14,3,1,2,4,1,3,0,4,0,5,0,1,2,23936
3804,32,1,1,11,3,1,4,2,0,3,1,2,0,5,1,3,1,22656
3979,56,1,1,15,3,1,3,4,4,3,1,4,1,3,1,2,0,33434
2896,46,1,3,9,2,2,4,4,1,4,0,2,0,5,1,1,2,23483
3744,35,1,3,15,1,2,4,2,1,3,1,3,0,1,0,3,2,25477
4364,32,1,3,9,2,2,4,4,1,3,3,6,1,5,1,2,2,25260
2616,37,0,1,10,3,2,2,4,0,4,2,6,0,4,1,1,1,20766
4152,33,1,3,11,2,1,3,4,0,4,1,4,0,3,1,2,1,22609
754,33,0,3,14,2,1,2,4,0,3,2,1,0,2,1,1,1,17342
1084,34,1,3,6,1,2,3,4,3,3,0,2,1,1,1,1,3,22083
1750,53,1,1,9,3,2,2,3,4,3,1,4,1,5,1,0,0,32584
4653,28,1,1,9,2,1,3,4,1,3,1,2,0,5,1,1,2,22905
2495,29,1,1,12,1,2,3,4,0,3,3,3,1,2,1,1,1,22119
1544,36,1,1,12,2,1,2,1,0,3,1,4,0,1,0,0,1,18038
1467,27,1,1,10,2,2,2,1,1,4,1,2,1,4,1,0,2,21142
2915,39,1,1,17,3,1,4,4,1,3,0,5,0,3,1,3,2,28502
4110,36,0,1,9,3,1,3,4,1,4,3,7,0,1,0,1,2,23103
2593,20,1,1,10,3,1,4,4,0,4,2,3,0,3,1,3,1,20161
493,44,1,2,6,2,1,2,4,1,3,2,5,0,5,1,1,2,20985
2424,42,0,2,14,2,1,3,4,0,3,1,7,0,5,1,1,1,32861
1278,36,1,1,16,2,2,2,3,3,5,1,1,1,5,1,1,3,23321
2385,21,0,3,24,3,1,3,3,1,3,1,1,1,5,0,1,2,17625
3949,44,1,1,9,3,1,4,2,0,3,1,3,0,1,1,3,1,21323
4409,28,1,3,9,3,2,3,4,0,5,1,2,0,5,1,2,1,21719
285,37,1,1,6,2,1,2,3,0,3,2,2,0,2,1,1,1,17115
56,35,0,3,24,2,2,3,3,3,5,0,2,0,4,1,0,3,24069
2497,36,0,1,18,3,2,4,5,3,5,0,4,1,5,1,2,3,28562
2141,34,1,1,16,2,2,2,3,0,4,1,2,0,1,1,1,1,17008
3660,44,1,3,9,3,2,4,4,1,3,1,3,1,3,0,1,2,26525
134,26,1,2,31,2,1,3,3,0,3,0,2,0,4,1,0,1,17942
3544,36,1,3,35,2,1,4,5,0,3,1,2,0,4,1,3,1,21108
29,46,1,3,8,3,1,2,3,2,5,2,4,0,2,0,1,4,33947
2010,28,1,1,6,2,1,3,5,0,4,2,1,1,1,1,2,1,17216
1468,49,0,3,8,3,2,3,4,1,4,1,3,0,3,1,2,2,20390
4192,27,0,1,7,2,1,3,4,1,4,1,3,0,5,1,2,2,25075
2999,30,1,3,17,3,2,3,4,0,4,1,3,0,2,0,2,1,20975
2187,27,1,1,22,1,1,2,3,0,4,1,1,0,1,1,0,1,17811
3812,35,0,1,29,2,2,3,5,1,3,1,3,1,1,1,1,2,24425
1676,22,1,1,11,2,2,2,1,0,4,1,2,1,4,1,0,1,17328
3350,35,1,1,27,1,1,3,2,0,3,0,2,0,1,1,1,1,21263
2720,36,1,1,29,2,1,4,3,3,4,1,2,0,5,1,2,3,30674
1310,58,0,1,21,2,2,2,3,4,3,1,3,1,1,1,0,0,30787
2578,27,1,2,32,2,1,4,4,0,3,0,3,0,4,1,1,1,21620
3634,33,1,1,9,3,2,3,4,1,4,1,2,0,4,0,2,2,24148
1747,38,1,3,13,3,1,2,1,1,5,1,2,1,3,1,1,2,20605
3794,28,1,3,9,3,0,3,2,1,3,3,2,0,1,0,2,2,25178
1643,30,0,1,15,3,2,3,3,1,5,1,2,0,1,1,1,2,18072
728,54,1,1,23,1,1,2,3,3,3,0,1,0,5,1,0,3,25739
4548,26,1,3,10,2,2,4,4,1,5,1,3,1,4,0,3,2,22872
457,18,0,3,11,3,2,3,3,0,4,2,2,1,4,1,2,1,16878
3153,32,0,1,16,3,2,3,5,0,5,2,2,1,3,1,1,1,20999
2799,27,1,3,7,2,2,3,4,1,3,0,3,0,5,1,1,2,23974
3779,40,1,1,26,2,2,3,4,1,3,1,2,0,5,1,1,2,22580
1005,29,1,2,23,2,2,2,4,3,5,3,2,0,3,0,0,3,22988
2608,28,0,1,10,3,2,4,5,0,3,1,3,1,2,0,3,1,21244
4634,31,1,1,29,2,1,3,4,0,3,1,6,1,1,0,1,1,20810
4398,32,1,3,13,3,2,4,2,1,3,1,6,0,5,1,2,2,24138
4709,38,1,3,17,2,1,3,5,1,3,1,4,1,4,1,2,2,25372
2769,32,0,1,14,2,1,3,5,3,3,0,3,0,2,1,2,3,27621
1738,45,1,1,26,3,2,3,3,4,3,1,1,1,3,1,1,0,28496
2551,26,1,3,12,3,2,3,5,1,3,3,3,1,3,1,1,2,24422
4242,34,0,3,17,3,2,3,5,1,3,3,5,0,3,1,1,2,23360
2339,46,1,1,21,2,2,2,3,2,4,1,6,0,3,1,1,4,34081
1121,36,1,3,6,2,1,3,3,1,3,3,7,0,1,1,1,2,21815
832,37,1,1,31,3,1,2,4,1,3,1,1,0,3,0,1,2,20731
3500,29,0,3,7,1,2,4,4,0,3,0,5,0,3,1,1,1,21587
1844,28,1,3,15,2,2,3,3,1,3,2,2,0,3,1,1,2,20253
3239,38,1,3,17,2,1,3,5,1,3,1,4,1,4,0,1,2,25372
3823,28,0,2,29,2,1,3,5,0,4,1,3,0,1,1,1,1,21541
999,42,1,2,16,2,1,2,3,4,5,0,1,0,3,0,1,0,31799
1011,36,1,3,9,3,0,2,3,1,4,3,4,1,4,0,1,2,24278
1138,50,0,1,26,3,2,2,3,4,3,1,3,1,4,1,1,0,26245
3580,29,1,1,31,3,2,3,4,0,4,1,3,1,1,0,1,1,21086
3495,45,0,3,7,3,1,4,4,1,3,0,2,0,4,1,2,2,23446
4284,22,1,3,19,2,1,3,2,0,4,3,3,0,5,0,2,1,21394
3114,28,1,1,11,2,1,4,4,0,3,2,3,0,2,1,2,1,20996
4028,35,1,1,13,2,1,3,5,1,4,1,8,0,3,1,1,2,23183
3647,54,1,1,31,3,2,3,2,3,3,1,5,0,3,0,2,3,25683
1265,33,0,1,10,1,2,2,3,1,4,1,6,0,1,0,0,2,18055
2847,42,1,3,7,3,2,3,3,3,5,0,3,0,3,1,2,3,27070
1255,33,1,3,22,2,0,3,3,3,5,3,3,1,5,0,0,3,23564
4146,60,1,2,13,3,2,3,4,0,3,1,2,0,4,0,1,1,20945
1359,34,1,3,9,3,1,3,4,1,3,1,4,1,3,0,0,2,23103
1556,23,1,3,8,1,2,3,3,0,5,1,4,0,3,1,2,1,17322
3467,57,1,1,7,2,1,3,4,0,5,0,4,0,5,1,2,1,20744
3480,32,0,1,9,2,2,4,4,0,3,0,8,1,3,1,2,1,22400
3807,34,1,3,17,3,2,3,4,1,3,3,3,0,1,0,1,2,24165
4517,46,1,1,9,2,1,4,5,0,3,2,3,0,3,1,1,1,20952
1721,39,0,1,8,1,0,3,3,3,3,3,1,0,1,1,2,3,25938
4010,25,1,3,10,2,1,3,4,1,3,1,2,0,4,0,1,2,23677
3946,31,1,1,16,3,2,3,5,0,3,2,3,0,4,0,2,1,20884
2326,20,1,1,5,2,2,2,4,0,3,2,2,0,3,0,0,1,18033
574,34,1,1,6,2,1,3,1,0,3,2,3,0,2,0,0,1,18280
1384,34,1,3,6,3,2,2,3,3,3,3,2,0,5,1,0,3,24888
736,48,1,1,10,2,2,3,4,3,3,3,1,0,5,1,1,3,25999
2072,30,1,1,8,3,1,2,4,1,3,3,6,1,1,1,1,2,21877
588,50,1,1,8,3,2,3,3,4,3,0,6,0,2,0,1,0,32639
3425,36,0,3,25,3,1,4,4,1,3,0,2,1,5,1,3,2,23292
16,32,1,1,11,2,2,3,2,0,4,1,1,1,2,1,0,1,18298
838,42,0,3,18,2,2,2,3,4,5,2,1,1,5,1,1,0,28758
4038,32,1,3,13,2,2,4,6,1,3,1,6,1,3,0,3,2,24850
848,35,0,1,10,2,2,2,4,0,3,0,2,0,2,1,0,1,17376
4616,31,1,3,15,2,2,4,4,3,3,1,7,0,3,1,1,3,25942
4486,30,1,1,34,3,1,4,4,1,3,1,6,0,1,0,2,2,23013
3186,51,1,1,16,2,2,4,4,0,3,0,6,0,5,1,1,1,21058
3462,37,1,1,11,2,2,3,5,1,3,3,3,0,5,1,2,2,24488
608,55,1,3,8,3,2,2,3,1,3,2,5,0,2,0,1,2,20160
2937,45,1,2,7,2,0,3,5,1,3,3,6,0,5,1,2,2,24663
575,54,1,1,25,3,1,3,3,1,5,1,1,1,3,0,0,2,20485
346,41,1,1,12,3,2,3,4,1,4,2,7,1,3,1,0,2,21032
2557,25,1,1,25,2,2,3,4,0,3,0,2,0,4,1,1,1,21452
3964,49,1,1,7,2,2,4,5,3,3,3,2,1,5,0,1,3,24059
3749,55,1,1,14,3,1,4,4,1,3,1,6,0,3,1,2,2,25532
7,30,1,1,30,2,2,3,3,0,3,1,2,0,2,0,1,1,17693
583,34,1,3,14,2,1,3,3,1,5,0,6,0,2,1,0,2,21500
3709,34,0,1,11,1,2,3,4,1,4,1,7,0,1,0,1,2,21733
4538,54,1,3,14,3,1,4,5,3,3,1,2,1,1,0,2,3,29612
1655,33,1,1,20,3,1,3,3,0,4,1,2,0,5,1,1,1,17756
3863,43,1,1,25,2,2,3,4,1,5,1,8,1,1,0,1,2,24088
1181,49,1,1,12,2,1,2,4,4,3,1,3,1,5,1,0,0,28966
385,30,0,1,10,1,2,2,3,0,3,2,19,1,4,1,1,1,17285
2343,36,1,1,12,2,2,2,5,0,3,1,2,0,1,1,0,1,17741
4566,38,0,3,26,3,2,3,4,3,4,3,3,1,5,0,1,3,26320
670,27,1,1,10,2,1,3,3,0,3,2,2,0,2,1,1,1,17318
4299,31,0,1,11,1,2,3,4,0,3,2,2,1,4,1,1,1,20963
2434,34,1,1,16,3,2,2,3,1,5,2,2,0,4,0,0,2,21125
876,20,1,3,27,3,2,2,1,0,3,2,2,0,3,0,0,1,17678
4761,35,0,1,8,3,2,4,5,1,5,3,2,0,1,0,1,2,24021
4779,31,1,3,36,2,2,4,4,1,5,1,2,0,1,1,1,2,22793
4597,26,1,3,26,3,2,3,5,0,4,1,3,1,1,0,2,1,21091
3339,32,1,1,18,3,2,4,4,1,5,0,3,1,2,0,3,2,25511
237,52,0,3,8,2,2,3,4,2,3,2,2,1,2,1,2,4,34068
3402,35,1,1,16,2,2,3,4,3,3,1,2,0,5,1,2,3,27178
1764,37,0,1,15,3,2,2,3,0,3,1,2,1,1,0,1,1,17326
2255,40,1,1,26,1,2,3,3,3,3,1,5,0,3,1,1,3,25322
1905,33,1,1,21,3,2,2,3,3,3,1,1,1,5,1,0,3,28610
1796,39,0,1,13,3,2,2,4,2,3,1,2,0,5,1,0,4,34272
3691,32,1,3,12,1,2,3,4,1,3,1,3,0,5,0,2,2,27024
2065,58,1,1,8,2,2,2,3,2,4,2,1,1,3,1,0,4,34246
904,48,1,1,6,2,2,3,4,2,3,2,7,0,3,1,0,4,33265
860,22,0,1,9,2,2,2,4,0,3,0,1,1,3,0,0,1,17853
3848,43,0,1,30,2,2,3,5,1,3,3,3,0,3,1,2,2,23010
3075,45,1,1,15,2,2,4,2,0,3,0,4,1,3,1,3,1,21496
3667,48,0,3,16,2,2,3,6,4,3,1,2,0,5,1,2,0,31614
3397,45,1,1,10,2,2,3,4,0,5,0,6,0,5,1,2,1,21040
2190,30,1,1,28,2,1,2,3,0,3,1,5,1,1,0,0,1,17132
2183,45,1,1,6,3,1,3,3,0,3,1,4,0,5,1,0,1,17270
1316,43,0,3,8,2,2,3,3,1,3,1,2,0,3,1,2,2,20675
3659,36,0,1,9,3,2,4,5,0,3,3,2,1,3,1,1,1,23608
3680,37,1,3,20,3,2,4,5,1,5,1,7,1,1,1,1,2,24812
1079,39,1,1,12,2,1,2,3,3,4,3,5,0,3,0,1,3,23376
1775,36,0,1,30,2,1,2,3,1,4,1,1,0,3,1,1,2,20674
2418,30,1,1,8,2,2,3,3,0,4,3,2,0,3,0,0,1,26916
3317,37,1,1,13,2,2,3,6,0,3,1,3,0,2,0,1,1,21419
3653,61,1,1,7,3,2,4,6,3,3,1,5,0,5,0,1,3,29561
4451,28,0,1,17,2,2,3,4,3,5,1,3,0,3,0,2,3,27471
3220,21,0,3,16,3,1,3,4,0,3,2,3,1,4,0,1,1,21001
1990,48,1,3,8,3,2,2,1,1,4,1,4,0,3,0,1,2,23120
